#TSV
#============Begin of sheet============
@Sheet=主次分支
ID	图片资源	分支小Icon	分支警句	挑战分支编号	能力分支编号	纪录分支编号	分支名称	默认等级	分支解锁类型	分支解锁值
0	small1a	small1	警句1	S	s	R	总星级	1	0	
1	small2a	small2	警句2	A	a	R	收藏	1	0	
2	small5a	small5	警句3	D	d	R	生产	1	0	
3	small4a	small4	警句4	C	c	R	艾露	1	0	
4	small7a	small7	警句5	H	h	R	武器	1	0	
5	small3a	small3	警句6	B	b	R	见闻	1	0	
6	small6a	small6	警句7	E	e	R	狩猎	1	0	
7	small8a	small8	警句8	F	f	R	猎团	1	0	
8	small9a	small9	警句9	G	g	R	竞争	0	2	999
#============End of sheet============

#============Begin of sheet============
@Sheet=分支等级
星级分支编号	等级	需要积分	日常积分上限
1	1	300	150
1	2	800	150
1	3	1700	150
1	4	8630	150
1	5	8630	150
2	1	100	150
2	2	300	150
2	3	700	150
2	4	2765	150
2	5	2765	150
3	1	100	150
3	2	300	150
3	3	500	150
3	4	1165	150
3	5	1165	150
4	1	100	150
4	2	300	150
4	3	500	150
4	4	5340	150
4	5	5340	150
5	1	100	150
5	2	300	150
5	3	500	150
5	4	1295	150
5	5	1295	150
6	1	200	150
6	2	500	150
6	3	1200	150
6	4	8585	150
6	5	8585	150
7	1	100	150
7	2	200	150
7	3	400	150
7	4	745	150
7	5	745	150
8	1	200	150
8	2	500	150
8	3	1000	150
8	4	9999	150
8	5	9999	150
#============End of sheet============

#============Begin of sheet============
@Sheet=总览数据
星级等级	FeatureTags	星级事项
1		完成主线任务[属于猎人的星]
2		完成挑战卡片《二星猎人》
2		取得500星级积分
3		完成挑战卡片《三星猎人》
3		取得1500星级积分
4		完成挑战卡片《四星猎人》
4		取得3500星级积分
5		完成挑战卡片《五星猎人》
5		取得7000星级积分
6		完成挑战卡片《六星猎人》
6		取得12000星级积分
#============End of sheet============

#============Begin of sheet============
@Sheet=挑战卡片
卡片编号	FeatureTags	卡片名称	是否有效	所属分支编号	旧挑战积分	挑战积分	关联成就	解锁猎人星级	解锁分支等级	解锁黄金猎人星级	解锁玩家等级	解锁玩家HR等级	解锁前置挑战卡片	挑战目标最少数量	挑战目标类型	挑战目标参数1	挑战目标参数2	挑战目标参数3	挑战目标参数4	目标值	物品奖励	物品奖励绑定类型	卡片序号	卡片图片	卡片描述	卡片标题	是否隐藏	卡片等级	卡片颜色	卡片警句编号	是否全服公告	是否不弹窗	卡片星级	显示类型	CardFinishedSimpleDesc
2463	15	2869	0			
2464	15	2870	0			
2465	15	2871	0			
2466	22	1	8			
2467	527	8				
2468	14	56001	0			
2469	14	56002	0			
2470	14	56021	0			
2471	14	56041	0			
2472	14	56061	0			
2473	14	56081	0			
2474	14	56101	0			
2475	14	56121	0			
2476	14	56022	0			
2477	14	56042	0			
2478	14	56071	0			
2479	14	56082	0			
2480	14	56102	0			
2481	14	56122	0			
2482	14	56062	0			
2483	14	56083	0			
2484	14	56103	0			
2485	14	56123	0			
2486	14	56005	0			
2487	14	56023	0			
2488	14	56043	0			
2489	14	56073	0			
2490	14	56086	0			
2491	14	56106	0			
2492	14	56125	0			
2493	14	56003	0			
2494	14	56004	0			
2495	14	56031	0			
2496	14	56051	0			
2497	14	56072	0			
2498	14	56084	0			
2499	14	56104	0			
2500	14	56124	0			
2501	14	56141	0			
2502	14	56011	0			
2503	14	56044	0			
2504	14	56074	0			
2505	14	56087	0			
2506	14	56107	0			
2507	14	56143	0			
2508	14	56006	0			
2509	14	56012	0			
2510	14	56025	0			
2511	14	56045	0			
2512	14	56064	0			
2513	14	56088	0			
2514	14	56108	0			
2515	14	56126	0			
2516	14	56144	0			
2517	14	56024	0			
2518	14	56065	0			
2519	14	56089	0			
2520	14	56109	0			
2521	14	56145	0			
2522	14	56146	0			
2523	14	56032	0			
2524	14	56063	0			
2525	14	56085	0			
2526	14	56105	0			
2527	14	56142	0			
2528	14	56052	0			
2529	14	56075	0			
2530	14	56090	0			
2531	14	56110	0			
2532	14	56127	0			
2533	14	56076	0			
2534	14	56091	0			
2535	14	56111	0			
2536	14	56147	0			
2537	528	15	0			
2538	527	9				
2539	14	58001	0			
2540	14	58002	0			
2541	14	58021	0			
2542	14	58041	0			
2543	14	58061	0			
2544	14	58081	0			
2545	14	58101	0			
2546	14	58121	0			
2547	14	58022	0			
2548	14	58042	0			
2549	14	58071	0			
2550	14	58082	0			
2551	14	58102	0			
2552	14	58122	0			
2553	14	58062	0			
2554	14	58083	0			
2555	14	58103	0			
2556	14	58123	0			
2557	14	58004	0			
2558	14	58031	0			
2559	14	58051	0			
2560	14	58072	0			
2561	14	58084	0			
2562	14	58104	0			
2563	14	58124	0			
2564	14	58141	0			
2565	14	58011	0			
2566	14	58032	0			
2567	14	58063	0			
2568	14	58085	0			
2569	14	58105	0			
2570	14	58142	0			
2571	14	58023	0			
2572	14	58043	0			
2573	14	58073	0			
2574	14	58086	0			
2575	14	58106	0			
2576	14	58125	0			
2577	14	58003	0			
2578	14	58005	0			
2579	14	58013	0			
2580	14	58044	0			
2581	14	58074	0			
2582	14	58087	0			
2583	14	58107	0			
2584	14	58143	0			
2585	14	58045	0			
2586	14	58064	0			
2587	14	58088	0			
2588	14	58108	0			
2589	14	58126	0			
2590	14	58144	0			
2591	14	58065	0			
2592	14	58089	0			
2593	14	58109	0			
2594	14	58145	0			
2595	14	58146	0			
2596	14	58006	0			
2597	14	58012	0			
2598	14	58024	0			
2599	14	58052	0			
2600	14	58075	0			
2601	14	58090	0			
2602	14	58110	0			
2603	14	58127	0			
2604	14	58076	0			
2605	14	58091	0			
2606	14	58111	0			
2607	14	58147	0			
2608	14	61381	0			
2609	14	61382	0			
2610	14	61383	0			
2611	14	61384	0			
2612	14	61385	0			
2613	14	61386	0			
2614	14	61387	0			
2615	14	61388	0			
2616	14	61389	0			
2617	14	61390	0			
2618	14	61391	0			
2619	14	61392	0			
2620	14	61393	0			
2621	14	61394	0			
2622	14	61395	0			
2623	14	61396	0			
2624	14	61397	0			
2625	14	61398	0			
2626	14	61399	0			
2627	14	61400	0			
2628	22	1	9			
2629	14	15961	0			
2630	14	15962	0			
2631	14	15963	0			
2632	14	15964	0			
2633	14	15965	0			
2634	14	15966	0			
2635	14	15967	0			
2636	14	15968	0			
2637	14	15969	0			
2638	14	22013	0			
2639	14	22014	0			
2640	14	22015	0			
2641	14	22016	0			
2642	14	22017	0			
2643	14	22018	0			
2644	15	2878	0			
2645	15	2879	0			
2646	15	2880	0			
2647	502	60250				
2648	512	60250				
2649	907	60250				
2650	1002	60250				
2651	502	60280				
2652	512	60280				
2653	907	60280				
2654	1002	60280				
2655	908	120201	0			
2656	908	101201	0			
2657	908	101202	0			
2658	908	101203	0			
2659	14	61451	0			
2660	14	61452	0			
2661	14	61453	0			
2662	14	61454	0			
2663	14	61455	0			
2664	14	61456	0			
2665	14	61457	0			
2666	14	61458	0			
2667	14	61459	0			
2668	14	61460	0			
2669	14	61461	0			
2670	14	61462	0			
2671	14	61463	0			
2672	14	61464	0			
2673	14	61465	0			
2674	14	61466	0			
2675	14	61467	0			
2676	14	61468	0			
2677	14	61469	0			
2678	14	61470	0			
2679	14	22059	0			
2680	14	22060	0			
2681	14	22061	0			
2682	14	22062	0			
2683	14	22063	0			
2684	14	22064	0			
2685	14	22065	0			
2686	14	22066	0			
2687	14	22083	0			
2688	14	22084	0			
2689	14	22085	0			
2690	14	22086	0			
2691	14	22087	0			
2692	14	22088	0			
2693	14	22089	0			
2694	14	22090	0			
2695	15	1038	0			
2696	14	22091	0			
2697	502	60222				
2698	502	60221				
2699	14	61401	0			
2700	14	61402	0			
2701	14	61403	0			
2702	14	61404	0			
2703	14	61405	0			
2704	14	61406	0			
2705	14	61407	0			
2706	14	61408	0			
2707	14	61409	0			
2708	14	61410	0			
2709	14	22031	0			
2710	14	22032	0			
2711	14	22033	0			
2712	14	22034	0			
2713	14	22035	0			
2714	14	22036	0			
2715	527	3				
2716	14	57142	0			
2717	14	57122	0			
2718	14	57144	0			
2719	14	57141	0			
2720	14	57147	0			
2721	14	57124	0			
2722	14	57146	0			
2723	14	57127	0			
2724	14	57123	0			
2725	14	57002	0			
2726	14	57021	0			
2727	14	57041	0			
2728	14	57061	0			
2729	14	57081	0			
2730	14	57101	0			
2731	14	57121	0			
2732	14	57022	0			
2733	14	57042	0			
2734	14	57071	0			
2735	14	57082	0			
2736	14	57102	0			
2737	14	57062	0			
2738	14	57083	0			
2739	14	57103	0			
2740	14	57023	0			
2741	14	57043	0			
2742	14	57072	0			
2743	14	57084	0			
2744	14	57104	0			
2745	14	57001	0			
2746	14	57003	0			
2747	14	57013	0			
2748	14	57044	0			
2749	14	57073	0			
2750	14	57085	0			
2751	14	57105	0			
2752	14	57005	0			
2753	14	57031	0			
2754	14	57051	0			
2755	14	57074	0			
2756	14	57086	0			
2757	14	57106	0			
2758	14	57125	0			
2759	14	57004	0			
2760	14	57011	0			
2761	14	57032	0			
2762	14	57063	0			
2763	14	57087	0			
2764	14	57107	0			
2765	14	57143	0			
2766	14	57045	0			
2767	14	57064	0			
2768	14	57088	0			
2769	14	57108	0			
2770	14	57126	0			
2771	14	57065	0			
2772	14	57089	0			
2773	14	57109	0			
2774	14	57145	0			
2775	14	57006	0			
2776	14	57012	0			
2777	14	57024	0			
2778	14	57052	0			
2779	14	57075	0			
2780	14	57090	0			
2781	14	57110	0			
2782	14	57076	0			
2783	14	57091	0			
2784	14	57111	0			
2785	15	2889	0			
2786	15	2890	0			
2787	15	2891	0			
2788	22	1	3			
2829	14	61421	0			
2830	14	61422	0			
2831	14	61423	0			
2832	14	61424	0			
2833	14	61425	0			
2834	14	61426	0			
2835	14	61427	0			
2836	14	61428	0			
2837	14	61429	0			
2838	14	61430	0			
2839	14	22110	0			
2840	14	22111	0			
2841	14	22112	0			
2842	14	22113	0			
2843	14	22114	0			
2844	14	22115	0			
2845	14	22116	0			
2846	14	22117	0			
2847	14	22118	0			
2848	502	60480				
2849	512	60480				
2850	907	60480				
2851	1002	60480				
2932	14	61481	0			
2933	14	61482	0			
2934	14	61483	0			
2935	14	61484	0			
2936	14	61485	0			
2937	14	61486	0			
2938	14	61487	0			
2939	14	61488	0			
2940	14	61489	0			
2941	14	61490	0			
2942	14	22205	0			
2943	14	22206	0			
2944	14	22207	0			
2945	14	22208	0			
2946	14	22209	0			
2947	14	22210	0			
2948	14	22211	0			
2949	14	22212	0			
2950	14	61471	0			
2951	14	61472	0			
2952	14	61473	0			
2953	14	61474	0			
2954	14	61475	0			
2955	14	61476	0			
2956	14	61477	0			
2957	14	61478	0			
2958	14	61479	0			
2959	14	61480	0			
2960	14	22225	0			
2961	14	22226	0			
2962	14	22227	0			
2963	14	22228	0			
2964	14	22229	0			
2965	14	22230	0			
2966	502	60300				
2967	512	60300				
2968	907	60300				
2969	1002	60300				
2970	527	4	100201			
2971	527	4	100221			
2972	527	4	100511			
2973	527	4	100701			
2974	527	4	100801			
2975	527	4	100102			
2976	527	4	100212			
2977	527	4	100322			
2978	527	4	100742			
2979	527	4	100712			
2980	527	4	202022			
2981	527	4	203021			
2982	527	4	204026			
2983	527	4	204023			
2984	527	4	202021			
2985	527	4	203023			
2986	527	4	207021			
2987	527	4	202024			
2988	527	4	203026			
2989	527	4	204021			
2990	527	4	207022			
2991	527	4	208023			
2992	527	4	204029			
2993	527	4	203027			
2994	527	4	206024			
2995	527	4	207024			
2996	527	4	207025			
2997	527	4	208026			
2998	527	4	210022			
2999	527	4	206025			
3000	527	4	100634			
3001	527	4	100744			
3002	527	4	100104			
3003	527	4	100704			
3004	527	4	100824			
3005	527	4	101025			
3006	527	4	101105			
3007	527	4	100745			
3008	527	4	101004			
3009	527	4	101024			
3010	502	60490				
3011	512	60490				
3012	907	60490				
3013	1002	60490				
3014	14	61431	0			
3015	14	61432	0			
3016	14	61433	0			
3017	14	61434	0			
3018	14	61435	0			
3019	14	61436	0			
3020	14	61437	0			
3021	14	61438	0			
3022	14	61439	0			
3023	14	61440	0			
3024	14	22133	0			
3025	14	22134	0			
3026	14	22135	0			
3027	14	22136	0			
3028	14	22137	0			
3029	14	22138	0			
3030	14	22139	0			
3031	537	0	0			
3032	502	60231				
3033	512	60231				
3034	907	60231				
3035	1002	60231				
3036	502	60261				
3037	512	60261				
3038	907	60261				
3039	1002	60261				
3040	502	60251				
3041	512	60251				
3042	907	60251				
3043	1002	60251				
3044	502	60211				
3045	512	60211				
3046	907	60211				
3047	1002	60211				
3048	502	60143				
3049	512	60143				
3050	907	60143				
3051	1002	60143				
3052	502	60310				
3053	502	60240				
3054	14	61521	0			
3055	14	61522	0			
3056	14	61523	0			
3057	14	61524	0			
3058	14	61525	0			
3059	14	61526	0			
3060	14	61527	0			
3061	14	61528	0			
3062	14	61529	0			
3063	14	61530	0			
3064	14	22245	0			
3065	14	22246	0			
3066	14	22247	0			
3067	14	22248	0			
3068	14	22249	0			
3069	14	22250	0			
3070	14	22251	0			
3071	14	61501	0			
3072	14	61502	0			
3073	14	61503	0			
3074	14	61504	0			
3075	14	61505	0			
3076	14	61506	0			
3077	14	61507	0			
3078	14	61508	0			
3079	14	61509	0			
3080	14	61510	0			
3081	14	22309	0			
3082	14	22310	0			
3083	14	22311	0			
3084	14	22312	0			
3085	14	22313	0			
3086	14	22314	0			
3087	14	22315	0			
3088	14	22316	0			
3089	14	61491	0			
3090	14	61492	0			
3091	14	61493	0			
3092	14	61494	0			
3093	14	61495	0			
3094	14	61496	0			
3095	14	61497	0			
3096	14	61498	0			
3097	14	61499	0			
3098	14	61500	0			
3099	14	22181	0			
3100	14	22182	0			
3101	14	22183	0			
3102	14	22184	0			
3103	14	22185	0			
3104	14	22186	0			
3105	14	22187	0			
3106	14	22188	0			
3107	14	22189	0			
3108	14	61551	0			
3109	14	61552	0			
3110	14	61553	0			
3111	14	61554	0			
3112	14	61555	0			
3113	14	61556	0			
3114	14	61557	0			
3115	14	61558	0			
3116	14	61559	0			
3117	14	61560	0			
3118	14	22156	0			
3119	14	22157	0			
3120	14	22158	0			
3121	14	22159	0			
3122	14	22160	0			
3123	14	22161	0			
3124	14	22162	0			
3125	14	22163	0			
3126	14	22164	0			
3127	14	61541	0			
3128	14	61542	0			
3129	14	61543	0			
3130	14	61544	0			
3131	14	61545	0			
3132	14	61546	0			
3133	14	61547	0			
3134	14	61548	0			
3135	14	61549	0			
3136	14	61550	0			
3137	14	22286	0			
3138	14	22287	0			
3139	14	22288	0			
3140	14	22289	0			
3141	14	22290	0			
3142	14	22291	0			
3143	14	22292	0			
3144	14	61511	0			
3145	14	61512	0			
3146	14	61513	0			
3147	14	61514	0			
3148	14	61515	0			
3149	14	61516	0			
3150	14	61517	0			
3151	14	61518	0			
3152	14	61519	0			
3153	14	61520	0			
3154	14	22333	0			
3155	14	22334	0			
3156	14	22335	0			
3157	14	22336	0			
3158	14	22337	0			
3159	14	22338	0			
3160	14	22339	0			
3161	14	22340	0			
3162	14	61561	0			
3163	14	61562	0			
3164	14	61563	0			
3165	14	61564	0			
3166	14	61565	0			
3167	14	61566	0			
3168	14	61567	0			
3169	14	61568	0			
3170	14	61569	0			
3171	14	61570	0			
3172	14	22360	0			
3173	14	22361	0			
3174	14	22362	0			
3175	14	22363	0			
3176	14	22364	0			
3177	14	22365	0			
3178	14	22366	0			
3179	14	22367	0			
3180	14	22368	0			
3181	14	22369	0			
3182	14	22341	0			
3183	3	0	0			
3184	527	8	100211			
3185	527	8	100321			
3186	527	8	100621			
3187	527	8	100721			
3188	527	8	100801			
3189	527	8	100212			
3190	527	8	100322			
3191	527	8	100622			
3192	527	8	100722			
3193	527	8	100802			
3194	527	8	201021			
3195	527	8	202023			
3196	527	8	202021			
3197	527	8	203021			
3198	527	8	204026			
3199	527	8	204028			
3200	527	8	206021			
3201	527	8	203024			
3202	527	8	203025			
3203	527	8	120202			
3204	527	8	207022			
3205	527	8	206023			
3206	527	8	202025			
3207	527	8	206024			
3208	527	8	204029			
3209	527	8	207023			
3210	527	8	210021			
3211	527	8	208025			
3212	527	8	206025			
3213	527	8	210022			
3214	527	8	100824			
3215	527	8	100704			
3216	527	8	101014			
3217	527	8	100734			
3218	527	8	100104			
3219	527	8	100814			
3220	527	8	101004			
3221	527	8	101105			
3222	527	8	101124			
3223	527	8	101034			
3224	14	61571	0			
3225	14	61572	0			
3226	14	61573	0			
3227	14	61574	0			
3228	14	61575	0			
3229	14	61576	0			
3230	14	61577	0			
3231	14	61578	0			
3232	14	61579	0			
3233	14	61580	0			
3234	14	22383	0			
3235	14	22384	0			
3236	14	22385	0			
3237	14	22386	0			
3238	14	22387	0			
3239	14	22388	0			
3240	14	22389	0			
3241	14	61601	0			
3242	14	61602	0			
3243	14	61603	0			
3244	14	61604	0			
3245	14	61605	0			
3246	14	61606	0			
3247	14	61607	0			
3248	14	61608	0			
3249	14	61609	0			
3250	14	61610	0			
3251	14	22404	0			
3252	14	22405	0			
3253	14	22406	0			
3254	14	22407	0			
3255	14	22408	0			
3256	14	22409	0			
3257	14	22410	0			
3258	14	61591	0			
3259	14	61592	0			
3260	14	61593	0			
3261	14	61594	0			
3262	14	61595	0			
3263	14	61596	0			
3264	14	61597	0			
3265	14	61598	0			
3266	14	61599	0			
3267	14	61600	0			
3268	14	22425	0			
3269	14	22426	0			
3270	14	22427	0			
3271	14	22428	0			
3272	14	22429	0			
3273	14	22430	0			
3274	14	22431	0			
3275	14	61581	0			
3276	14	61582	0			
3277	14	61583	0			
3278	14	61584	0			
3279	14	61585	0			
3280	14	61586	0			
3281	14	61587	0			
3282	14	61588	0			
3283	14	61589	0			
3284	14	61590	0			
3285	14	22446	0			
3286	14	22447	0			
3287	14	22448	0			
3288	14	22449	0			
3289	14	22450	0			
3290	14	22451	0			
3291	14	22452	0			
3292	14	22453	0			
3293	502	60171	0			
3294	512	60171	0			
3295	907	60171	0			
3296	1002	60171	0			
3297	502	60201	0			
3298	512	60201	0			
3299	907	60201	0			
3300	1002	60201	0			
3301	502	60290	0			
3302	512	60290	0			
3303	907	60290	0			
3304	1002	60290	0			
3305	502	60330	0			
3306	512	60330	0			
3307	907	60330	0			
3308	1002	60330	0			
3309	512	60310	0			
3310	907	60310	0			
3311	1002	60310	0			
3312	1001	204026	0			
3313	1001	204027	0			
3314	1001	203027	0			
3315	1001	204021	0			
3316	1001	204029	0			
3317	1001	207026	0			
3318	1001	207022	0			
3319	1001	208023	0			
3320	1001	202024	0			
3321	1001	211021	0			
3322	1001	206026	0			
3323	1001	201022	0			
3324	1001	210023	0			
3325	1001	206030	0			
3326	1001	210025	0			
3327	1001	214021	0			
3328	1001	207031	0			
3329	1001	207027	0			
3330	1001	202026	0			
3331	1001	206032	0			
3332	1001	220015	0			
3337	14	3307	38			
3338	15	1039	0			
3339	15	1040	0			
3340	15	1041	0			
3341	15	1042	0			
3342	15	1043	0			
3343	15	1044	0			
3344	14	22475	0			
3345	14	22476	0			
3346	14	22477	0			
3347	14	22478	0			
3348	14	22479	0			
3349	14	22480	0			
3350	14	22481	0			
3351	14	22482	0			
3352	14	22483	0			
3353	14	22484	0			
3354	14	22485	0			
3355	14	22486	0			
3356	14	22487	0			
3357	14	22488	0			
3358	14	22489	0			
3359	14	22490	0			
3360	14	22491	0			
3361	14	22492	0			
3362	14	22493	0			
3363	14	22494	0			
3364	14	22495	0			
3365	14	22496	0			
3366	14	22497	0			
3367	14	22498	0			
3368	14	22499	0			
3369	14	22500	0			
3370	14	22501	0			
3371	14	22502	0			
3372	14	22503	0			
3373	14	22504	0			
3374	14	22505	0			
3375	14	22506	0			
3376	14	22507	0			
3377	14	22508	0			
3378	14	22509	0			
3379	14	22510	0			
3380	14	22511	0			
3381	14	22512	0			
3382	14	22513	0			
3383	14	22514	0			
3384	14	22515	0			
3385	14	22516	0			
3386	14	22517	0			
3387	14	22518	0			
3388	14	22519	0			
3389	14	22520	0			
3390	14	22521	0			
3391	14	22522	0			
3392	14	22523	0			
3393	14	22524	0			
3394	14	22525	0			
3395	14	22526	0			
3396	14	22527	0			
3397	14	22528	0			
3398	14	22529	0			
3399	14	22530	0			
3400	14	22531	0			
3401	14	22532	0			
3402	14	22533	0			
3403	14	22534	0			
3404	14	22535	0			
3405	14	22536	0			
3406	14	22537	0			
3407	14	22538	0			
3408	14	22539	0			
3409	14	22540	0			
3410	14	22541	0			
3411	14	22542	0			
3412	14	22543	0			
3413	14	22544	0			
3414	14	22545	0			
3415	14	22546	0			
3416	14	22547	0			
3417	14	22548	0			
3418	14	22549	0			
3419	14	22550	0			
3420	14	22551	0			
3421	14	22552	0			
3422	14	22553	0			
3423	14	22554	0			
3424	14	22555	0			
3425	14	22556	0			
3426	14	22557	0			
3427	14	22558	0			
3428	14	22559	0			
3429	14	22560	0			
3430	14	22561	0			
3431	14	22562	0			
3432	14	22563	0			
3433	14	22564	0			
3434	14	22565	0			
3435	14	22566	0			
3436	14	22567	0			
3437	14	22568	0			
3438	14	22569	0			
3439	14	22570	0			
3440	14	22571	0			
3441	14	22572	0			
3442	14	22573	0			
3443	14	22574	0			
3444	14	22575	0			
3445	14	22576	0			
3446	14	22577	0			
3447	14	22578	0			
3448	14	22579	0			
3449	14	22580	0			
3450	14	22581	0			
3451	14	22582	0			
3452	14	22583	0			
3453	14	22592	0			
3454	14	22593	0			
3455	14	22594	0			
3456	14	22595	0			
3457	14	22596	0			
3458	14	22597	0			
3459	14	22598	0			
3460	14	22599	0			
3461	14	22600	0			
3462	14	22601	0			
3463	14	22602	0			
3464	14	22603	0			
3465	14	22604	0			
3466	14	22605	0			
3467	14	22606	0			
3468	14	22607	0			
3469	14	22608	0			
3470	14	22609	0			
3471	14	22610	0			
3472	14	22611	0			
3473	14	22612	0			
3474	14	22613	0			
3475	14	22614	0			
3476	14	22615	0			
3477	14	22616	0			
3478	14	22617	0			
3479	14	22618	0			
3480	14	22619	0			
3481	14	22620	0			
3482	14	22621	0			
3483	14	22622	0			
3484	14	22623	0			
3485	14	22624	0			
3486	14	22625	0			
3487	14	22626	0			
3488	14	22627	0			
3489	14	22628	0			
3490	14	22629	0			
3491	14	22630	0			
3492	14	22631	0			
3493	14	22632	0			
3494	14	22633	0			
3495	14	22634	0			
3496	14	22635	0			
3497	14	22636	0			
3498	14	22637	0			
3499	14	22638	0			
3500	14	22639	0			
3501	14	22640	0			
3502	14	22641	0			
3503	14	22642	0			
3504	14	22643	0			
3505	14	22644	0			
3506	14	22645	0			
3507	14	22646	0			
3508	14	22647	0			
3509	14	22648	0			
3510	14	22649	0			
3511	14	22650	0			
3512	14	22651	0			
3513	14	22652	0			
3514	14	22653	0			
3515	14	22654	0			
3516	14	22655	0			
3517	14	22656	0			
3518	14	22657	0			
3519	14	22658	0			
3520	14	22659	0			
3521	14	22660	0			
3522	14	22661	0			
3523	14	22662	0			
3524	14	22663	0			
3525	14	22664	0			
3526	14	22665	0			
3527	14	22666	0			
3528	14	22667	0			
3529	14	22668	0			
3530	14	22669	0			
3531	14	22670	0			
3532	14	22671	0			
3533	14	22672	0			
3534	14	22673	0			
3535	14	22674	0			
3536	14	22675	0			
3537	14	22676	0			
3538	14	22677	0			
3539	14	22678	0			
3540	14	22679	0			
3541	14	22680	0			
3542	14	22681	0			
3543	14	22682	0			
3544	14	22683	0			
3545	14	22684	0			
3546	14	22685	0			
3547	14	22686	0			
3548	14	22687	0			
3549	14	22688	0			
3550	14	22689	0			
3551	14	22690	0			
3552	14	22691	0			
3553	14	22692	0			
3554	14	22693	0			
3555	14	22694	0			
3556	14	22695	0			
3557	14	22696	0			
3558	14	22697	0			
3559	14	22698	0			
3560	14	22699	0			
3561	14	22700	0			
3562	14	22701	0			
3563	14	22702	0			
3564	14	22703	0			
3565	14	22704	0			
3566	14	22705	0			
3567	14	22706	0			
3568	14	22707	0			
3569	14	22708	0			
3570	14	22709	0			
3571	14	75191	0			
3572	14	75192	0			
3573	14	75193	0			
3574	14	75194	0			
3575	14	75195	0			
3576	14	75201	0			
3577	14	75202	0			
3578	14	75203	0			
3579	14	75204	0			
3580	14	75205	0			
3581	15	1045	0			
3582	14	3307	70			
3583	14	61531				
3584	14	61532				
3585	14	61533				
3586	14	61534				
3587	14	61535				
3588	14	61536				
3589	14	61537				
3590	14	61538				
3591	14	61539				
3592	14	61540				
3593	14	22584				
3594	14	22585				
3595	14	22586				
3596	14	22587				
3597	14	22588				
3598	14	22589				
3599	14	22590				
3600	14	22591				
3601	14	61631				
3602	14	61632				
3603	14	61633				
3604	14	61634				
3605	14	61635				
3606	14	61636				
3607	14	61637				
3608	14	61638				
3609	14	61639				
3610	14	61640				
3611	14	22710				
3612	14	22711				
3613	14	22712				
3614	14	22713				
3615	14	22714				
3616	14	22717				
3617	14	22716				
3618	14	22715				
3619	14	22718				
3620	502	60390				
3621	512	60390				
3622	907	60390				
3623	1002	60390				
3624	502	60481				
3625	512	60481				
3626	907	60481				
3627	1002	60481				
3628	527	1	100211			
3629	527	1	100401			
3630	527	1	100511			
3631	527	1	100711			
3632	527	1	100601			
3633	527	1	100212			
3634	527	1	100402			
3635	527	1	100512			
3636	527	1	100712			
3637	527	1	100602			
3638	527	1	206022			
3639	527	1	204025			
3640	527	1	202022			
3641	527	1	204026			
3642	527	1	204027			
3643	527	1	206021			
3644	527	1	207021			
3645	527	1	202024			
3646	527	1	204021			
3647	527	1	120202			
3648	527	1	207022			
3649	527	1	202025			
3650	527	1	208021			
3651	527	1	208024			
3652	527	1	203027			
3653	527	1	207024			
3654	527	1	208025			
3655	527	1	206025			
3656	527	1	207026			
3657	527	1	210022			
3658	527	1	100824			
3659	527	1	101014			
3660	527	1	100734			
3661	527	1	100104			
3662	527	1	100634			
3663	527	1	100745			
3664	527	1	101004			
3665	527	1	101105			
3666	527	1	101034			
3667	527	1	101025			
3668	918	19				
3669	918	20				
3670	918	1				
3671	918	2				
3672	918	3				
3673	918	4				
3674	918	5				
3675	918	6				
3676	918	7				
3677	918	8				
3678	918	9				
3679	918	10				
3680	918	11				
3681	918	12				
3682	918	13				
3683	918	14				
3684	918	15				
3685	918	16				
3686	918	17				
3687	918	18				
3688	15	1046	0			
3729	14	61611				
3730	14	61612				
3731	14	61613				
3732	14	61614				
3733	14	61615				
3734	14	61616				
3735	14	61617				
3736	14	61618				
3737	14	61619				
3738	14	61620				
3739	14	22719				
3740	14	22720				
3741	14	22721				
3742	14	22722				
3743	14	22723				
3744	14	22724				
3745	14	22725				
3746	14	22726				
3747	14	22727				
3748	502	60242				
3749	1001	208027	0			
3750	1001	211027	0			
3751	1001	217025	0			
3752	1001	100648	0			
3753	1001	406102	0			
3754	1001	101143	0			
3755	1001	101045	0			
3756	1001	101045	0			
3757	1001	410101	0			
3758	1001	101048	0			
3759	908	100648	0			
3760	908	406102	0			
3761	908	101143	0			
3762	908	101045	0			
3763	908	410101	0			
3764	908	101048	0			
3765	908	407003	0			
3766	908	417002	0			
3767	1001	407003	0			
3768	1001	101445	0			
3769	14	61621				
3770	14	61622				
3771	14	61623				
3772	14	61624				
3773	14	61625				
3774	14	61626				
3775	14	61627				
3776	14	61628				
3777	14	61629				
3778	14	61630				
3779	14	22728				
3780	14	22729				
3781	14	22730				
3782	14	22731				
3783	14	22732				
3784	14	22733				
3785	14	22734				
3786	502	60420	0			
3787	512	60420	0			
3788	907	60420	0			
3789	1002	60420	0			
3838	502	60181				
3839	14	61641	0			
3840	14	61642	0			
3841	14	61643	0			
3842	14	61644	0			
3843	14	61645	0			
3844	14	61646	0			
3845	14	61647	0			
3846	14	61648	0			
