#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
34208		妃龙锤【破】	炎妃龙锤R7			1	21451	2000	8	0	20	1	1	1	54745	1	100							32000	23532	6	23531	9	23535	5																																												
30208		妃龙大剑【叹】	炎妃龙大剑R7			1	21451	2000	8	0	3	1	1	1	50745	1	100							32000	23533	6	23531	9	23535	5																																												
39208		炎妃弓【娇艳】	炎妃龙弓R7			1	21451	2000	8	0	5	1	1	1	59745	1	100							32000	23534	6	23531	9	23535	5																																												
31208		炎妃呵欠弩	炎妃龙弩R7			1	21451	2000	8	0	6	1	1	1	51745	1	100							32000	23534	6	23531	9	23535	5																																												
33208		炎妃剑【偏爱】	炎妃龙片手R7			1	21451	2000	8	0	1	1	1	1	53745	1	100							32000	23533	6	23531	9	23535	5																																												
38208		炎妃笛【清楚】	炎妃龙狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56745	1	100							32000	23532	6	23531	9	23535	5																																												
35208		炎妃双刀【清纯】	炎妃龙双刀R7			1	21451	2000	8	0	4	1	1	1	55745	1	100							32000	23533	6	23531	9	23535	5																																												
32208		炎妃刀【温婉】	炎妃龙太刀R7			1	21451	2000	8	0	2	1	1	1	52745	1	100							32000	23533	6	23531	9	23535	5																																												
37208		炎妃枪【绮丽】	炎妃龙长枪R7			1	21451	2000	8	0	7	1	1	1	57745	1	100							32000	23532	6	23531	9	23535	5																																												
40208		炎妃斩斧【爆】	炎妃龙斩斧R7			1	21451	2000	8	0	12	1	1	1	210745	1	100							32000	23534	6	23531	9	23535	5																																												
82145		怒金之添发·S	激昂金狮子R11			1	21451	2000	8	1	10	1	1	1	66771	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82146		怒金之笼手·S	激昂金狮子R11			1	21451	2000	8	1	11	1	1	1	66772	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82147		怒金之羽织·S	激昂金狮子R11			1	21451	2000	8	1	12	1	1	1	66773	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82148		怒金之系带·S	激昂金狮子R11			1	21451	2000	8	1	13	1	1	1	66774	1	100							32000	23541	9	23542	9	23544	5	23545	1	23543	2																																								
82149		怒金之足袴·S	激昂金狮子R11			1	21451	2000	8	1	14	1	1	1	66775	1	100							32000	23541	9	23542	9	23544	4	23545	2	23543	1																																								
82150		赤金之面隐·S	激昂金狮子R11			1	21451	2000	8	1	10	1	1	2	66776	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82151		赤金之笼手·S	激昂金狮子R11			1	21451	2000	8	1	11	1	1	2	66777	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82152		赤金之装束·S	激昂金狮子R11			1	21451	2000	8	1	12	1	1	2	66778	1	100							32000	23541	9	23542	9	23544	5	23545	2	23543	1																																								
82153		赤金之系带·S	激昂金狮子R11			1	21451	2000	8	1	13	1	1	2	66779	1	100							32000	23541	9	23542	9	23544	5	23545	1	23543	2																																								
82154		赤金之足袋·S	激昂金狮子R11			1	21451	2000	8	1	14	1	1	2	66780	1	100							32000	23541	9	23542	9	23544	4	23545	2	23543	1																																								
36209		鬼神铳枪	激昂金狮子铳枪R7			1	21451	2000	8	0	8	1	1	1	58746	1	100							32000	23543	6	23542	9	23544	5																																												
34209		鬼神怒锤	激昂金狮子锤R7			1	21451	2000	8	0	20	1	1	1	54746	1	100							32000	23543	6	23542	9	23544	5																																												
30209		鬼神金棒	激昂金狮子大剑R7			1	21451	2000	8	0	3	1	1	1	50746	1	100							32000	23543	6	23542	9	23544	5																																												
39209		鬼神雷弓	激昂金狮子弓R7			1	21451	2000	8	0	5	1	1	1	59746	1	100							32000	23543	6	23542	9	23544	5																																												
31209		鬼神雷射	激昂金狮子弩R7			1	21451	2000	8	0	6	1	1	1	51746	1	100							32000	23543	6	23542	9	23544	5																																												
33209		鬼神棍	激昂金狮子片手R7			1	21451	2000	8	0	1	1	1	1	53746	1	100							32000	23543	6	23542	9	23544	5																																												
38209		雷神太鼓	激昂金狮子狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56746	1	100							32000	23543	6	23542	9	23544	5																																												
35209		斗神·恶鬼丸	激昂金狮子双刀R7			1	21451	2000	8	0	4	1	1	1	55746	1	100							32000	23543	6	23542	9	23544	5																																												
32209		鬼神薙刀	激昂金狮子太刀R7			1	21451	2000	8	0	2	1	1	1	52746	1	100							32000	23543	6	23542	9	23544	5																																												
37209		鬼神金狮枪	激昂金狮子长枪R7			1	21451	2000	8	0	7	1	1	1	57746	1	100							32000	23543	6	23542	9	23544	5																																												
40209		鬼神角斧	激昂金狮子斩斧R7			1	21451	2000	8	0	12	1	1	1	210746	1	100							32000	23543	6	23542	9	23544	5																																												
82155		神乐【武士盔】·S	响狼			1	21451	2000	8	1	10	1	1	1	66791	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82156		神乐【笼手】·S	响狼			1	21451	2000	8	1	11	1	1	1	66792	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82157		神乐【铠衣】·S	响狼			1	21451	2000	8	1	12	1	1	1	66793	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82158		神乐【腰具】·S	响狼			1	21451	2000	8	1	13	1	1	1	66794	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	1	23552	2																																								
82159		神乐【下裳】·S	响狼			1	21451	2000	8	1	14	1	1	1	66795	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	4	23556	2	23552	1																																								
82160		神座【护额】·S	响狼			1	21451	2000	8	1	10	1	1	2	66796	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82161		神座【笼手】·S	响狼			1	21451	2000	8	1	11	1	1	2	66797	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82162		神座【胸甲】·S	响狼			1	21451	2000	8	1	12	1	1	2	66798	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	2	23552	1																																								
82163		神座【腰具】·S	响狼			1	21451	2000	8	1	13	1	1	2	66799	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	5	23556	1	23552	2																																								
82164		神座【下裳】·S	响狼			1	21451	2000	8	1	14	1	1	2	66800	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23550	9	23551	9	23555	4	23556	2	23552	1																																								
36210		牙狼铳枪【星彩】	双响狼铳枪R7			1	21451	2000	8	0	8	1	1	1	58749	1	100							32000	23552	6	23551	9	23555	5																																												
34210		牙狼锤【出云】	双响狼锤R7			1	21451	2000	8	0	20	1	1	1	54749	1	100							32000	23552	6	23551	9	23555	5																																												
30210		牙狼大剑【月轮】	双响狼大剑R7			1	21451	2000	8	0	3	1	1	1	50749	1	100							32000	23553	6	23551	9	23555	5																																												
39210		牙狼弓【梅花】	双响狼弓R7			1	21451	2000	8	0	5	1	1	1	59749	1	100							32000	23554	6	23551	9	23555	5																																												
31210		牙狼炮【阵风】	双响狼弩R7			1	21451	2000	8	0	6	1	1	1	51749	1	100							32000	23554	6	23551	9	23555	5																																												
33210		牙狼剑【峰云】	双响狼片手R7			1	21451	2000	8	0	1	1	1	1	53749	1	100							32000	23553	6	23551	9	23555	5																																												
38210		牙狼笛【朝雾】	双响狼狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56749	1	100							32000	23552	6	23551	9	23555	5																																												
35210		牙狼双【伊吹】	双响狼双刀R7			1	21451	2000	8	0	4	1	1	1	55749	1	100							32000	23553	6	23551	9	23555	5																																												
32210		牙狼刀【须世理】	双响狼太刀R7			1	21451	2000	8	0	2	1	1	1	52749	1	100							32000	23553	6	23551	9	23555	5																																												
37210		牙狼长枪【朝霜】	双响狼长枪R7			1	21451	2000	8	0	7	1	1	1	57749	1	100							32000	23552	6	23551	9	23555	5																																												
40210		牙狼斧【大潮】	双响狼斩斧R7			1	21451	2000	8	0	12	1	1	1	210749	1	100							32000	23554	6	23551	9	23555	5																																												
82165		残酷G头盔·S	冰狞龙R11			1	21451	2000	8	1	10	1	1	1	66811	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82166		残酷G腕甲·S	冰狞龙R11			1	21451	2000	8	1	11	1	1	1	66812	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82167		残酷G铠甲·S	冰狞龙R11			1	21451	2000	8	1	12	1	1	1	66813	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82168		残酷G腰甲·S	冰狞龙R11			1	21451	2000	8	1	13	1	1	1	66814	1	100							32000	23562	9	23563	9	23566	5	23567	1	23564	2																																								
82169		残酷G腿甲·S	冰狞龙R11			1	21451	2000	8	1	14	1	1	1	66815	1	100							32000	23562	9	23563	9	23566	4	23567	2	23564	1																																								
82170		残酷G战帽·S	冰狞龙R11			1	21451	2000	8	1	10	1	1	2	66816	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82171		残酷G护手·S	冰狞龙R11			1	21451	2000	8	1	11	1	1	2	66817	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82172		残酷G护甲·S	冰狞龙R11			1	21451	2000	8	1	12	1	1	2	66818	1	100							32000	23562	9	23563	9	23566	5	23567	2	23564	1																																								
82173		残酷G护腰·S	冰狞龙R11			1	21451	2000	8	1	13	1	1	2	66819	1	100							32000	23562	9	23563	9	23566	5	23567	1	23564	2																																								
82174		残酷G护腿·S	冰狞龙R11			1	21451	2000	8	1	14	1	1	2	66820	1	100							32000	23562	9	23563	9	23566	4	23567	2	23564	1																																								
82175		狱狼头盔·S	狱狼龙R11			1	21451	2000	8	1	10	1	1	1	66831	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82176		狱狼腕甲·S	狱狼龙R11			1	21451	2000	8	1	11	1	1	1	66832	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82177		狱狼铠甲·S	狱狼龙R11			1	21451	2000	8	1	12	1	1	1	66833	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82178		狱狼腰甲·S	狱狼龙R11			1	21451	2000	8	1	13	1	1	1	66834	1	100							32000	23572	9	23573	9	23577	5	23578	1	23574	2																																								
82179		狱狼腿甲·S	狱狼龙R11			1	21451	2000	8	1	14	1	1	1	66835	1	100							32000	23572	9	23573	9	23577	4	23578	2	23574	1																																								
82180		狱狼战帽·S	狱狼龙R11			1	21451	2000	8	1	10	1	1	2	66836	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82181		狱狼护手·S	狱狼龙R11			1	21451	2000	8	1	11	1	1	2	66837	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82182		狱狼护甲·S	狱狼龙R11			1	21451	2000	8	1	12	1	1	2	66838	1	100							32000	23572	9	23573	9	23577	5	23578	2	23574	1																																								
82183		狱狼护腰·S	狱狼龙R11			1	21451	2000	8	1	13	1	1	2	66839	1	100							32000	23572	9	23573	9	23577	5	23578	1	23574	2																																								
82184		狱狼护腿·S	狱狼龙R11			1	21451	2000	8	1	14	1	1	2	66840	1	100							32000	23572	9	23573	9	23577	4	23578	2	23574	1																																								
82185		蚀日头盔·X	奇烈银火龙R19			1	21451	2000	24	1	10	1	1	1	66851	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82186		蚀日腕甲·X	奇烈银火龙R19			1	21451	2000	24	1	11	1	1	1	66852	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82187		蚀日铠甲·X	奇烈银火龙R19			1	21451	2000	24	1	12	1	1	1	66853	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82188		蚀日腰甲·X	奇烈银火龙R19			1	21451	2000	24	1	13	1	1	1	66854	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82189		蚀日腿甲·X	奇烈银火龙R19			1	21451	2000	24	1	14	1	1	1	66855	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82190		蚀日战帽·X	奇烈银火龙R19			1	21451	2000	24	1	10	1	1	2	66856	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82191		蚀日护手·X	奇烈银火龙R19			1	21451	2000	24	1	11	1	1	2	66857	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82192		蚀日护甲·X	奇烈银火龙R19			1	21451	2000	24	1	12	1	1	2	66858	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82193		蚀日护腰·X	奇烈银火龙R19			1	21451	2000	24	1	13	1	1	2	66859	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82194		蚀日护腿·X	奇烈银火龙R19			1	21451	2000	24	1	14	1	1	2	66860	1	100							96000	23427	18	23428	36	23432	20	23433	8	23434	2	23580	1	23581	1	23582	1																																		
82195		棘龙首脑·S	棘龙R11			1	21451	2000	8	1	10	1	1	1	66861	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
82196		棘龙双手·S	棘龙R11			1	21451	2000	8	1	11	1	1	1	66862	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
82197		棘龙肌肉·S	棘龙R11			1	21451	2000	8	1	12	1	1	1	66863	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
82198		棘龙脐带·S	棘龙R11			1	21451	2000	8	1	13	1	1	1	66864	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	1	23594	2																																								
82199		棘龙脚跟·S	棘龙R11			1	21451	2000	8	1	14	1	1	1	66865	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	4	23596	2	23594	1																																								
82200		棘龙魂魄·S	棘龙R11			1	21451	2000	8	1	10	1	1	2	66866	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
82201		棘龙欲望·S	棘龙R11			1	21451	2000	8	1	11	1	1	2	66867	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
82202		棘龙心脏·S	棘龙R11			1	21451	2000	8	1	12	1	1	2	66868	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23589	9	23590	9	23595	5	23596	2	23594	1																																								
