#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
5975	已穿戴的防具物品等级总和，不含项链、戒指、护石。											
5976	您的武器等级较低，无法使用匹配功能	3	8									
5977	您的防具等级总和较低，无法使用匹配功能	3	8									
5978	您的队友{字符串}武器等级较低，无法使用匹配功能	3	8									
5979	您的队友{字符串}防具等级总和较低，无法使用匹配功能	3	8									
5980	虽然您使用了喵喵铃铛！但是咪兰尼似乎没有出现！	3	8	1	10							
5981	累积获得的点赞数，每到一定数量可获得额外奖励											
5982	请为给予您耐心教导的教官点个赞吧！											
5983	与好友一起狩猎，将享受5%的经验、HR点、银币加成！											
5984	装备派生											
5985	派生所需素材											
5986	把需要派生的装备拖拽到这里											
5987	没有选中需要派生的装备											
5988	装备升级成功	3	6	5	1							
5989	该装备升级后需求角色等级高于你当前的等级	3	8	1	10							
5990	你当前的技能点数上限不足以配置该技能											
5991	狩猎场中无法更换时装	3	8									
5992	向后翻1页											
5993	向后翻5页											
5994	向前翻1页											
5995	向前翻5页											
5996	您在对方黑名单中，不可发送密语或私聊！	3	8	1	8							
5997	背包与仓库空间不足，无法继续派生	3	8	1	10							
5998	预计等待时间：(正在计算)											
5999	对不起，您不能向黑名单中的猎人发送密语或私聊！	3	8	1	8							
6000	{字符串}：{字符串}	11	1									
6001	周奖励剩余数											
6002	月奖励剩余数											
6003	春节礼花											
6004	QQ铂金网吧											
6009	探查情报失败，间谍喵喵使用券数量不足！	1	1	3	8							
6010	押运失败：你已经有一艘船正在运输	1	1	3	8							
6011	{人物名称}使用了{物品名称}！	3	8									
6012	"背景：遥远的舶来岛出现了海外商会，他们与猎团合作，大量收购猎人大陆的怪物素材，换之以珍宝和勋章属性奖励。人们争相前往交易，但途经的漫长沙漠并没有获得监管，充满了侵略与反抗，因此这片沙漠被称作无序沙海。\n玩法：以猎团为单位向指定商会运送素材，运送过程中可以互相抢夺，以运送资源量最先达到指定商会需求量者为胜。\n1.舶来岛界面中，每周一3：00随机出现6个商会。每个猎团可以在6个商会中选择一个输送对象。选择商会后，全员在无序沙海开船，将会向该商会进行资源运输。第一个输送的资源量等于该商会需求量的猎团将独占这个商会，猎团全员获得该商会勋章奖励；而本轮中，其余猎团不能再获得这个商会的勋章奖励。\n2.无序沙海每周五、六、日的20：00-22：00开启，在这个时间段内可以开船向商会运送素材。每艘船只是一个副本，仅个人或猎团成员间组队可以进入副本；以最快速度通关该副本的队伍将获得船只占领权。如果占领方与开船者猎团相同视为保护船只，如果占领方与开船者猎团不同则视为抢夺船只。船只到岸后，抢夺船只的队伍将为自己猎团向己方指定商会缴纳船上75%素材，开船方仅缴纳25%素材。但无人占领或受到己方猎团保护的船只，开船方可为自己猎团向己方指定商会缴纳100%素材。\n龙舟：为了鼓励勇气，猎人公会将大量的素材奖励给最强大的猎人。无序沙海每周五、六、日的20：30和21：30各出现一只龙舟，最快速度通关龙舟副本的队伍将获得龙舟船上所有的资源奖励。\n开船条件：大船 角色≥120级，猎团周贡献≥960；中船 角色≥70级，猎团周贡献≥600；小船 角色≥50级，猎团周贡献≥360\n素材售价（舶来岛通用币）：大船 完整到岸=24币，占领或被占领到岸=12币，关卡通关=3币；中船 完整到岸=16币，占领或被占领到岸=8币，关卡通关=2币；小船 完整到岸=8币，占领或被占领到岸=4币，关卡通关=1币；龙舟 占领到岸=72币，关卡通关=6币"											
6013	怪物入侵了运输船，各猎团可以自发组织前来攻击怪物。以最短时间通关的猎团，可以获得船只占领权，船上3/4物资将交给占领方指定商会。无人占领的船只，或开船方猎团保护的船只，全部物资归开船方所有。											
6014	猎团战尚未开启	1	1	3	8							
6015	你需要先加入一个猎团	1	1	3	8							
6016	押运失败：你的材料不足	1	1	3	8							
6017	押运失败：猎团等级不足	1	1	3	8							
6018	押运失败：你的金钱不足	1	1	3	8							
6019	你的权限不足	1	1	3	8							
6020	"背景：遥远的舶来岛出现了海外商会，他们与猎团合作，大量收购猎人大陆的怪物素材，换之以珍宝和勋章属性奖励。人们争相前往交易，但途经的漫长沙漠并没有获得监管，充满了侵略与反抗，因此这片沙漠被称作无序沙海。\n玩法：以猎团为单位向指定商会运送素材，运送过程中可以互相抢夺，以运送资源量最先达到指定商会需求量者为胜。\n1.舶来岛界面中，每周一3：00随机出现6个商会。每个猎团可以在6个商会中选择一个输送对象。选择商会后，全员在无序沙海开船，将会向该商会进行资源运输。第一个输送的资源量等于该商会需求量的猎团将独占这个商会，猎团全员获得该商会勋章奖励；而本轮中，其余猎团不能再获得这个商会的勋章奖励。\n2.无序沙海每周五、六、日的20：00-22：00开启，在这个时间段内可以开船向商会运送素材。每艘船只是一个副本，仅个人或猎团成员间组队可以进入副本；以最快速度通关该副本的队伍将获得船只占领权。如果占领方与开船者猎团相同视为保护船只，如果占领方与开船者猎团不同则视为抢夺船只。船只到岸后，抢夺船只的队伍将为自己猎团向己方指定商会缴纳船上75%素材，开船方仅缴纳25%素材。但无人占领或受到己方猎团保护的船只，开船方可为自己猎团向己方指定商会缴纳100%素材。\n龙舟：为了鼓励勇气，猎人公会将大量的素材奖励给最强大的猎人。无序沙海每周五、六、日的20：30和21：30各出现一只龙舟，最快速度通关龙舟副本的队伍将获得龙舟船上所有的资源奖励。\n开船条件：大船 角色≥120级，猎团周贡献≥960；中船 角色≥70级，猎团周贡献≥600；小船 角色≥50级，猎团周贡献≥360\n素材售价（舶来岛通用币）：大船 完整到岸=24币，占领或被占领到岸=12币，关卡通关=3币；中船 完整到岸=16币，占领或被占领到岸=8币，关卡通关=2币；小船 完整到岸=8币，占领或被占领到岸=4币，关卡通关=1币；龙舟 占领到岸=72币，关卡通关=6币"											
6021	2关日常关卡MESSAGE测试	3	8									
6031	3关日常关卡MESSAGE测试	3	8									
6041	4关日常关卡MESSAGE测试	3	8									
6051	5关日常关卡MESSAGE测试	3	8									
6061	6关日常关卡MESSAGE测试	3	8									
6071	7关日常关卡MESSAGE测试	3	8									
6081	8关日常关卡MESSAGE测试	3	8									
6091	9关日常关卡MESSAGE测试	3	8									
6101	10关日常关卡MESSAGE测试	3	8									
6111	分辨是非,明辨善恶,才是真正的猎人!	10	1									
6112	%item %stage dfsdfsfsfs											
6113	%item											
6114	%stage											
6115	{数量}小时{数量}分											
6116	恶行!	3	8									
6117	正义的制裁!	3	8									
6118	天堂和地狱,左和右,怪物和猎人!你的抉择!	10	1									
6119	无尽的怒气!无尽的怪物!谁!才能淹没谁?	10	1									
6120	啊!她高高在上!让她低头!让她屈服!	10	1									
6121	你离地狱更近了一步!	3	8									
6122	天堂在呼唤你!	3	8									
6123	和怪物好好玩丢沙包游戏吧!	10	1									
6124	天之蓝，地之黄！	10	1									
6125	<1>											
6126	<2>											
6127	<3>											
6128	<4>											
6129	<5>											
6130	{数量}											
6131	HR{数量}											
6132	【LV{数量}】											
6133	HR{数量}LV{数量}											
6134	你获得了{物品名称}*{数量}	1	1	10	1							
6135	请先选择任务奖励	10	8									
6136	{人物名称} 猫车复活，次数无限	1	1	10	1							
6137	{人物名称} 猫车复活，剩余{数值}次	1	1	10	1							
6138	{人物名称} 立即复活，剩余{数值}次	1	1	10	1							
6139	猎团标识											
6140	猎团工资											
6141	"1. 每期推出9只怪物，每只怪物共有三种卡片，分别为“普通卡”、“银卡”、“金卡”；\n“普通卡”只能使用普通素材（白和绿）进行兑换；\n“银卡”只能使用稀有素材（蓝和粉）进行兑换；\n“金卡”只能使用珍稀素材（红）进行兑换；\n\n<FONT COLOR=\"\#ff6666\" >（以下规则说明均以“普通卡”为例，“银卡”、“金卡”规则相同）</FONT>\n\n2. 玩家可在活动面板内点击怪物的收集按钮，进入到该怪物图鉴的收集页面（也可以直接通过怪物图鉴选中该怪物进入收集页面），然后使用该怪物素材来兑换普通卡片；\n\n3. 当9种怪物每种怪物的普通卡片至少有1张时，可集成一套卡片（普通套卡），成功集齐套卡可在面板下方兑换相应的奖励，奖励包含超多素材以及当期的普通卡福袋兑换券（福袋兑换券可交易）；\n\n4. 玩家可在活动面板右下方购买惊喜福袋（前三百名成功填写收货地址的玩家附赠实体卡包），具体购买流程为：\n当期的普通卡福袋兑换券+当期的实体卡包兑换券（页面）+8800点券=惊喜福袋(前三百名成功填写收货地址的玩家附赠普通卡实体卡包)；\n（惊喜福袋内含有龙晶石、项链晶石、遗迹石板、奇烈结晶、特效称号等奖励）\n\n5. 实体卡包兑换券（页面）活动网址如下：https://mho.qq.com/cp/a20181225CardWar/index.html\n\n6.每份实体卡包内含有9张卡片+1张随机怪物的闪卡"											
6142	奖励领取成功！	1	1	3	8							
6143	确认数字成功！	1	1	3	8							
6144	确认数字失败！请补全相对应个位十位的数字！	1	1	3	8							
6145	剩余次数不足	1	1	3	8							
6146	棋盘上该数字已经点亮或不存在！请重新选择确认数字。	1	1	3	8							
6147	该位上的数字已全部刷新，可以点击下方已刷新出的数字进行确认！	1	1	3	8							
6148	您的刷新数字确认机会增加1次！	1	1	3	8							
6149	棋盘连线尚未开启，请开启后使用该道具！	1	1	3	8							
6150	系统错误	1	8									
6151	无法找到玩家	1	8									
6152	已经进入房间	1	8									
6153	已经退出房间	1	8									
6154	无法找到房间	1	8									
6155	房间状态错误	1	8									
6156	房间列表已满	1	8									
6157	房间已经确认	1	8									
6158	房间系统错误	1	8									
6159	正在进入副本	1	8									
6160	正在切线	1	8									
6161	有队员不在同一地图	1	8									
6162	有队员不在同一条线	1	8									
6163	修改猎团营地名称											
6164	好感度升级！你与{字符串}的好感度已达到{字符串}	1	6	3	6	任务系统						
6165	您赠送了{数值}个{字符串}给{字符串}，好感度增加{数值}点	1	6	3	6	任务系统						
6166	好感度升级解锁信息：{字符串}	1	6	3	6	任务系统						
6167	猎团解锁商店											
6168	猎团技能											
6169	在营地不能使用回家玉	3	8									
6170	对不起，无法在副本里卸下武器	1	1									
6171	对不起，该模式下无法使用商城	3	8									
6172	对不起，该模式下无法进行交易	3	8									
6173	对不起，该模式下无法进行调和	3	8									
