#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
61933	65604	65604	66344	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	4	23352	2	23350	1																																		
61934	65605	65605	66345	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	4	23352	2	23350	1																																		
61935	65606	65606	66346	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	2																																
61936	65607	65607	66347	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	1																																
61937	65608	65608	66348	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	1																																
61938	65609	65609	66349	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	4	23352	2	23350	1																																		
61939	65610	65610	66350	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	4	23352	2	23350	1																																		
61680	65611	65611	66351	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	2																																
61681	65612	65612	66352	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	1																																
61682	65613	65613	66353	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	1																																
61683	65614	65614	66354	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	4	23165	2	22698	1																																		
61684	65615	65615	66355	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	4	23165	2	22698	1																																		
61685	65616	65616	66356	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	2																																
61686	65617	65617	66357	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	1																																
61687	65618	65618	66358	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	5	23165	1	23166	1	22698	1																																
61688	65619	65619	66359	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	4	23165	2	22698	1																																		
61689	65620	65620	66360	0	0	1	0	1	21451	2000	15	60000	22697	9	23164	4	23165	2	22698	1																																		
61850	65621	65621	66361	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	2																																
61851	65622	65622	66362	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	1																																
61852	65623	65623	66363	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	1																																
61853	65624	65624	66364	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	4	23168	2	22997	1																																		
61854	65625	65625	66365	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	4	23168	2	22997	1																																		
61855	65626	65626	66366	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	2																																
61856	65627	65627	66367	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	1																																
61857	65628	65628	66368	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	5	23168	1	23169	1	22997	1																																
61858	65629	65629	66369	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	4	23168	2	22997	1																																		
61859	65630	65630	66370	0	0	1	0	1	21451	2000	15	60000	22996	9	23167	4	23168	2	22997	1																																		
61800	65631	65631	66371	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	2																																
61801	65632	65632	66372	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	1																																
61802	65633	65633	66373	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	1																																
61803	65634	65634	66374	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	4	23171	2	22987	1																																		
61804	65635	65635	66375	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	4	23171	2	22987	1																																		
61805	65636	65636	66376	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	2																																
61806	65637	65637	66377	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	1																																
61807	65638	65638	66378	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	5	23171	1	23172	1	22987	1																																
61808	65639	65639	66379	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	4	23171	2	22987	1																																		
61809	65640	65640	66380	0	0	1	0	1	21451	2000	15	60000	22986	9	23170	4	23171	2	22987	1																																		
61690	65641	65641	66381	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	2																																
61691	65642	65642	66382	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	1																																
61692	65643	65643	66383	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	1																																
61693	65644	65644	66384	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	4	23174	2	22733	1																																		
61694	65645	65645	66385	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	4	23174	2	22733	1																																		
61695	65646	65646	66386	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	2																																
61696	65647	65647	66387	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	1																																
61697	65648	65648	66388	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	5	23174	1	23175	1	22733	1																																
61698	65649	65649	66389	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	4	23174	2	22733	1																																		
61699	65650	65650	66390	0	0	1	0	1	21451	2000	15	60000	22732	9	23173	4	23174	2	22733	1																																		
61840	65651	65651	66391	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	2																																
61841	65652	65652	66392	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	1																																
61842	65653	65653	66393	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	1																																
61843	65654	65654	66394	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	4	23177	2	22979	1																																		
61844	65655	65655	66395	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	4	23177	2	22979	1																																		
61845	65656	65656	66396	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	2																																
61846	65657	65657	66397	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	1																																
61847	65658	65658	66398	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	5	23177	1	23178	1	22979	1																																
61848	65659	65659	66399	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	4	23177	2	22979	1																																		
61849	65660	65660	66400	0	0	1	0	1	21451	2000	15	60000	22978	9	23176	4	23177	2	22979	1																																		
61390	65661	65661	66401	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	2																																
61391	65662	65662	66402	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	1																																
61392	65663	65663	66403	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	1																																
61393	65664	65664	66404	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	4	23324	2	22962	1																																		
61394	65665	65665	66405	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	4	23324	2	22962	1																																		
61395	65666	65666	66406	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	2																																
61396	65667	65667	66407	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	1																																
61397	65668	65668	66408	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	5	23324	1	23325	1	22962	1																																
61398	65669	65669	66409	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	4	23324	2	22962	1																																		
61399	65670	65670	66410	0	0	1	0	1	21451	2000	15	60000	22961	9	23323	4	23324	2	22962	1																																		
61570	65671	65671	66411	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	2																																
61571	65672	65672	66412	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	1																																
61572	65673	65673	66413	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	1																																
61573	65674	65674	66414	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	4	23327	2	22705	1																																		
61574	65675	65675	66415	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	4	23327	2	22705	1																																		
61575	65676	65676	66416	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	2																																
61576	65677	65677	66417	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	1																																
61577	65678	65678	66418	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	5	23327	1	23328	1	22705	1																																
61578	65679	65679	66419	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	4	23327	2	22705	1																																		
61579	65680	65680	66420	0	0	1	0	1	21451	2000	15	60000	22704	9	23326	4	23327	2	22705	1																																		
61560	65681	65681	66421	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	2																																
61561	65682	65682	66422	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	1																																
61562	65683	65683	66423	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	1																																
61563	65684	65684	66424	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	4	23330	2	22689	1																																		
61564	65685	65685	66425	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	4	23330	2	22689	1																																		
61565	65686	65686	66426	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	2																																
61566	65687	65687	66427	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	1																																
61567	65688	65688	66428	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	5	23330	1	23331	1	22689	1																																
61568	65689	65689	66429	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	4	23330	2	22689	1																																		
61569	65690	65690	66430	0	0	1	0	1	21451	2000	15	60000	22688	9	23329	4	23330	2	22689	1																																		
61960	65691	65691	66431	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	2																																
61961	65692	65692	66432	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	1																																
61962	65693	65693	66433	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	1																																
61963	65694	65694	66434	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	4	23374	2	23369	1																																		
61964	65695	65695	66435	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	4	23374	2	23369	1																																		
61965	65696	65696	66436	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	2																																
61966	65697	65697	66437	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	1																																
61967	65698	65698	66438	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	5	23374	1	23375	1	23369	1																																
61968	65699	65699	66439	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	4	23374	2	23369	1																																		
61969	65700	65700	66440	0	0	1	0	1	21451	2000	15	60000	23368	9	23373	4	23374	2	23369	1																																		
61820	65701	65701	66441	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	2																																
61821	65702	65702	66442	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	1																																
61822	65703	65703	66443	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	1																																
61823	65704	65704	66444	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	4	23410	2	22786	1																																		
61824	65705	65705	66445	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	4	23410	2	22786	1																																		
61825	65706	65706	66446	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	2																																
61826	65707	65707	66447	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	1																																
61827	65708	65708	66448	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	5	23410	1	23411	1	22786	1																																
61828	65709	65709	66449	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	4	23410	2	22786	1																																		
61829	65710	65710	66450	0	0	1	0	1	21451	2000	15	60000	22785	9	23409	4	23410	2	22786	1																																		
61730	65711	65711	66451	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	2																																
61731	65712	65712	66452	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	1																																
61732	65713	65713	66453	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	1																																
61733	65714	65714	66454	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	4	23180	2	22755	1																																		
61734	65715	65715	66455	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	4	23180	2	22755	1																																		
61735	65716	65716	66456	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	2																																
61736	65717	65717	66457	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	1																																
61737	65718	65718	66458	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	5	23180	1	23181	1	22755	1																																
61738	65719	65719	66459	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	4	23180	2	22755	1																																		
61739	65720	65720	66460	0	0	1	0	1	21451	2000	15	60000	22754	9	23179	4	23180	2	22755	1																																		
61720	65721	65721	66461	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	2																																
61721	65722	65722	66462	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	1																																
61722	65723	65723	66463	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	1																																
61723	65724	65724	66464	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	4	23183	2	22727	1																																		
61724	65725	65725	66465	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	4	23183	2	22727	1																																		
61725	65726	65726	66466	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	2																																
61726	65727	65727	66467	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	1																																
61727	65728	65728	66468	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	5	23183	1	23184	1	22727	1																																
61728	65729	65729	66469	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	4	23183	2	22727	1																																		
61729	65730	65730	66470	0	0	1	0	1	21451	2000	15	60000	22723	9	23182	4	23183	2	22727	1																																		
61970	65731	65731	66471	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	5	23385	1	23386	1	23383	2																																
61971	65732	65732	66472	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	5	23385	1	23386	1	23383	1																																
61972	65733	65733	66473	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	5	23385	1	23386	1	23383	1																																
61973	65734	65734	66474	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	4	23385	2	23383	1																																		
61974	65735	65735	66475	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	4	23385	2	23383	1																																		
61975	65736	65736	66476	0	0	1	0	1	21451	2000	15	60000	23380	9	23384	5	23385	1	23386	1	23383	2																																
